Shipment_ID,Order_Date,Delivery_Date,Origin_Hub,Destination_City,Distance_KM,Weight_KG,Service_Type,Freight_Charge_INR,Delivery_Status,Customer_Rating
EKT101131,2025-10-30,2025-10-31,PNQ-Hub (Pune),Hyderabad,1955.67,2.08,Standard,2444.24,Delayed,3
EKT101132,2025-12-12,2025-12-14,PNQ-Hub (Pune),Kolkata,720.79,0.91,Standard,941.33,Delivered,4
EKT101133,2025-10-29,2025-11-03,PNQ-Hub (Pune),Indore,1818.2,0.62,Express,2403.0,Delivered,4
EKT101134,2025-12-29,2025-12-31,PNQ-Hub (Pune),Hyderabad,380.97,0.21,Standard,520.94,Cancelled,1
EKT101135,2025-08-06,2025-08-07,DEL-Hub (Delhi),Ahmedabad,457.15,0.2,Standard,612.18,Delayed,1
EKT101136,2025-05-21,2025-05-22,MAA-Hub (Chennai),Bhopal,423.2,0.28,Express,722.88,Delivered,5
EKT101137,2025-04-14,2025-04-16,BOM-Hub (Mumbai),Bangalore,220.35,3.39,Standard,385.44,Delivered,5
EKT101138,2025-07-29,2025-08-03,BLR-Hub (Bangalore),Mumbai,1884.65,1.05,Standard,2340.48,Delayed,2
EKT101139,2025-04-21,2025-04-23,PNQ-Hub (Pune),Ahmedabad,1286.01,0.2,Same-Day,1906.81,RTO (Return to Origin),1
EKT101140,2025-04-14,2025-04-19,BLR-Hub (Bangalore),Delhi,591.93,1.77,Standard,802.18,Delivered,5
EKT101141,2025-11-12,2025-11-17,PNQ-Hub (Pune),Mumbai,1871.58,1.92,Standard,2340.46,Delivered,5
EKT101142,2025-06-20,2025-06-23,CCU-Hub (Kolkata),Lucknow,1771.74,1.4,Express,2361.29,Delivered,4
EKT101143,2025-12-22,2025-12-26,BOM-Hub (Mumbai),Delhi,249.06,0.29,Standard,364.09,Delivered,5
EKT101144,2025-11-20,2025-11-24,CCU-Hub (Kolkata),Kolkata,1427.78,3.52,Express,1986.7,Delivered,4
EKT101145,2025-05-13,2025-05-14,CCU-Hub (Kolkata),Ahmedabad,1596.38,2.92,Express,2178.22,Delivered,4
EKT101146,2025-10-20,2025-10-23,PNQ-Hub (Pune),Mumbai,1583.35,1.26,Standard,1982.7,Delivered,5
EKT101147,2025-11-24,2025-11-28,AMD-Hub (Ahmedabad),Chennai,1599.22,1.2,Standard,2000.66,Delivered,5
EKT101148,2025-05-07,2025-05-12,MAA-Hub (Chennai),Chennai,397.72,0.42,Express,694.82,Delivered,5
EKT101149,2025-04-16,2025-04-21,BLR-Hub (Bangalore),Patna,713.74,3.5,Express,1129.49,Delivered,4
EKT101150,2025-04-02,2025-04-04,AMD-Hub (Ahmedabad),Patna,1861.87,2.29,Express,2485.46,Delivered,4
EKT101151,2025-10-14,2025-10-16,HYD-Hub (Hyderabad),Pune,1979.51,0.22,Standard,2439.37,Delivered,4
EKT101152,2025-02-20,2025-02-25,BOM-Hub (Mumbai),Delhi,635.84,1.19,Standard,844.43,Delivered,4
EKT101153,2025-01-29,2025-02-03,AMD-Hub (Ahmedabad),Jaipur,79.95,5.85,Standard,261.24,Delivered,4
EKT101154,2025-10-23,2025-10-25,MAA-Hub (Chennai),Bangalore,1895.69,1.51,Standard,2362.01,Delivered,5
EKT101155,2025-10-24,2025-10-28,HYD-Hub (Hyderabad),Hyderabad,848.29,0.98,Express,1245.59,Delivered,5
EKT101156,2025-08-02,2025-08-03,MAA-Hub (Chennai),Lucknow,744.94,2.58,Standard,1000.37,Delivered,4
EKT101157,2025-09-24,2025-09-26,AMD-Hub (Ahmedabad),Bhopal,782.99,0.57,Standard,1009.85,Delayed,1
EKT101158,2025-09-14,2025-09-18,PNQ-Hub (Pune),Kolkata,932.06,1.85,Standard,1211.77,Delivered,5
EKT101159,2025-10-29,2025-11-02,PNQ-Hub (Pune),Chennai,850.84,2.77,Standard,1130.87,Delivered,5
EKT101160,2025-04-11,2025-04-15,MAA-Hub (Chennai),Jaipur,1259.16,4.83,Standard,1657.93,Delivered,5
EKT101161,2025-12-12,2025-12-15,AMD-Hub (Ahmedabad),Patna,201.3,2.95,Standard,354.66,Delivered,5
EKT101162,2025-04-20,2025-04-23,DEL-Hub (Delhi),Surat,2138.24,1.21,Standard,2647.67,Delivered,4
EKT101163,2025-07-01,2025-07-05,DEL-Hub (Delhi),Bhopal,2062.1,3.65,Express,2750.22,Delayed,3
EKT101164,2025-11-09,2025-11-14,MAA-Hub (Chennai),Jaipur,2057.66,5.72,Standard,2632.15,Delivered,5
EKT101165,2025-01-01,2025-01-04,DEL-Hub (Delhi),Delhi,1938.03,1.62,Express,2564.8,Delivered,5
EKT101166,2025-11-15,2025-11-17,BOM-Hub (Mumbai),Pune,1462.91,0.2,Standard,1819.09,Delivered,4
EKT101167,2025-02-24,2025-02-27,BLR-Hub (Bangalore),Lucknow,509.81,5.32,Standard,767.53,Delivered,5
EKT101168,2025-05-29,2025-06-03,HYD-Hub (Hyderabad),Jaipur,137.38,0.45,Standard,232.96,Delivered,4
EKT101169,2025-11-05,2025-11-06,PNQ-Hub (Pune),Kolkata,245.53,0.34,Same-Day,660.76,Delivered,4
EKT101170,2025-05-17,2025-05-20,BOM-Hub (Mumbai),Delhi,733.06,0.92,Express,1106.23,Delivered,5
EKT101171,2025-07-21,2025-07-25,BLR-Hub (Bangalore),Ahmedabad,1123.43,1.2,Standard,1429.72,Delivered,5
EKT101172,2025-11-09,2025-11-13,DEL-Hub (Delhi),Kolkata,2185.36,4.02,Standard,2754.79,Delivered,5
EKT101173,2025-04-27,2025-05-01,HYD-Hub (Hyderabad),Hyderabad,974.91,1.23,Standard,1252.03,Delivered,5
EKT101174,2025-06-03,2025-06-04,BOM-Hub (Mumbai),Pune,1168.48,0.2,Express,1615.78,Delivered,5
EKT101175,2025-10-18,2025-10-23,CCU-Hub (Kolkata),Lucknow,1538.49,2.53,Same-Day,2251.73,Delivered,4
EKT101176,2025-03-04,2025-03-06,PNQ-Hub (Pune),Pune,422.19,2.78,Standard,616.67,Delivered,5
EKT101177,2025-09-01,2025-09-06,MAA-Hub (Chennai),Indore,2054.23,4.21,Standard,2600.86,Delivered,5
EKT101178,2025-01-25,2025-01-26,PNQ-Hub (Pune),Bhopal,1178.01,1.27,Standard,1496.47,Delivered,4
EKT101179,2025-03-31,2025-04-04,BLR-Hub (Bangalore),Surat,629.48,0.23,Express,969.52,Delivered,3
EKT101180,2025-03-16,2025-03-21,BLR-Hub (Bangalore),Pune,2059.19,2.01,Standard,2567.21,Delayed,2
EKT101181,2025-10-21,2025-10-23,CCU-Hub (Kolkata),Delhi,1387.23,0.32,Standard,1730.44,Delivered,4
EKT101182,2025-07-29,2025-08-02,CCU-Hub (Kolkata),Pune,1079.61,0.2,Standard,1359.13,Delivered,4
EKT101183,2025-12-13,2025-12-15,MAA-Hub (Chennai),Patna,1288.94,3.77,Standard,1674.59,Delayed,1
EKT101184,2025-01-17,2025-01-20,DEL-Hub (Delhi),Bangalore,1653.82,1.29,Express,2217.8,Delivered,5
EKT101185,2025-05-08,2025-05-10,PNQ-Hub (Pune),Kolkata,365.35,1.86,Standard,531.9,Delivered,5
EKT101186,2025-12-30,2026-01-03,BOM-Hub (Mumbai),Lucknow,1906.68,2.72,Standard,2396.98,Delivered,4
EKT101187,2025-09-08,2025-09-11,AMD-Hub (Ahmedabad),Kolkata,2112.13,1.28,Express,2767.6,Delivered,5
EKT101188,2025-06-28,2025-07-02,AMD-Hub (Ahmedabad),Ahmedabad,1260.39,0.2,Standard,1576.07,Delivered,4
EKT101189,2025-07-01,2025-07-05,BOM-Hub (Mumbai),Pune,1510.53,0.73,Standard,1885.78,Delivered,4
EKT101190,2025-06-01,2025-06-04,BOM-Hub (Mumbai),Pune,1895.84,0.54,Same-Day,2644.73,Delivered,4
EKT101191,2025-01-25,2025-01-27,DEL-Hub (Delhi),Hyderabad,843.34,9.47,Standard,1242.47,Delivered,5
EKT101192,2025-06-29,2025-06-30,PNQ-Hub (Pune),Pune,2184.44,3.36,Standard,2741.81,RTO (Return to Origin),1
EKT101193,2025-07-17,2025-07-18,PNQ-Hub (Pune),Bhopal,1506.69,1.5,Standard,1895.03,Delivered,5
EKT101194,2025-12-10,2025-12-11,AMD-Hub (Ahmedabad),Pune,950.08,0.2,Same-Day,1503.7,Delivered,3
EKT101195,2025-06-10,2025-06-11,MAA-Hub (Chennai),Kolkata,1499.82,0.31,Standard,1865.36,Delayed,3
EKT101196,2025-06-26,2025-07-01,BOM-Hub (Mumbai),Kolkata,1162.05,4.19,Express,1679.88,Delivered,4
EKT101197,2025-10-12,2025-10-13,BLR-Hub (Bangalore),Chennai,272.26,7.27,Standard,517.57,Delivered,5
EKT101198,2025-03-04,2025-03-07,BLR-Hub (Bangalore),Bhopal,1757.03,0.2,Standard,2172.04,Delivered,5
EKT101199,2025-05-30,2025-05-31,BLR-Hub (Bangalore),Chennai,1254.7,6.03,Express,1824.18,Delivered,5
EKT101200,2025-06-03,2025-06-07,CCU-Hub (Kolkata),Kolkata,1756.98,1.2,Standard,2189.98,Delivered,5
EKT101201,2025-06-05,2025-06-06,CCU-Hub (Kolkata),Lucknow,366.16,0.6,Standard,510.19,RTO (Return to Origin),1
EKT101202,2025-02-18,2025-02-20,DEL-Hub (Delhi),Jaipur,1198.24,0.27,Standard,1502.75,RTO (Return to Origin),2
EKT101203,2025-12-03,2025-12-06,BOM-Hub (Mumbai),Bhopal,1693.57,3.69,Standard,2158.7,Delayed,2
EKT101204,2025-03-25,2025-03-28,CCU-Hub (Kolkata),Patna,2174.62,1.58,Standard,2697.98,Delivered,5
EKT101205,2025-12-27,2026-01-01,BLR-Hub (Bangalore),Surat,1949.14,4.47,Standard,2479.43,Delivered,3
EKT101206,2025-06-26,2025-06-30,CCU-Hub (Kolkata),Hyderabad,1905.64,0.64,Standard,2358.29,Delayed,2
EKT101207,2025-05-28,2025-05-31,PNQ-Hub (Pune),Ahmedabad,566.99,2.84,Standard,791.51,Delivered,5
EKT101208,2025-04-28,2025-04-30,BLR-Hub (Bangalore),Jaipur,1848.43,0.31,Standard,2283.7,Delivered,5
EKT101209,2025-12-08,2025-12-09,BOM-Hub (Mumbai),Surat,397.34,0.24,Express,691.13,Delivered,5
EKT101210,2025-03-04,2025-03-07,PNQ-Hub (Pune),Bhopal,459.89,0.36,Standard,618.35,Delayed,1
EKT101211,2025-07-08,2025-07-10,DEL-Hub (Delhi),Chennai,268.95,4.14,Standard,457.26,Delivered,4
EKT101212,2025-12-26,2025-12-27,MAA-Hub (Chennai),Surat,1890.98,2.67,Standard,2377.24,RTO (Return to Origin),1
EKT101213,2025-02-18,2025-02-23,MAA-Hub (Chennai),Indore,264.91,0.45,Standard,385.99,Delivered,4
EKT101214,2025-11-23,2025-11-26,PNQ-Hub (Pune),Pune,329.7,1.21,Standard,477.42,Delivered,5
EKT101215,2025-09-14,2025-09-17,BLR-Hub (Bangalore),Kolkata,563.58,3.61,Standard,801.28,Delivered,4
EKT101216,2025-08-12,2025-08-14,CCU-Hub (Kolkata),Chennai,1272.68,0.84,Standard,1602.34,Delivered,4
EKT101217,2025-05-21,2025-05-25,CCU-Hub (Kolkata),Surat,1939.99,6.35,Standard,2502.29,Delivered,5
EKT101218,2025-08-03,2025-08-08,BLR-Hub (Bangalore),Pune,937.56,6.15,Express,1445.77,Delivered,4
EKT101219,2025-07-30,2025-08-03,AMD-Hub (Ahmedabad),Bangalore,1215.44,2.01,Standard,1554.71,Delivered,5
EKT101220,2025-11-14,2025-11-17,BOM-Hub (Mumbai),Delhi,391.28,2.5,Express,724.54,Delivered,4
EKT101221,2025-02-01,2025-02-05,PNQ-Hub (Pune),Pune,607.1,2.65,Standard,836.22,Delivered,5
EKT101222,2025-06-07,2025-06-08,BLR-Hub (Bangalore),Jaipur,320.62,0.75,Standard,458.24,Delayed,1
EKT101223,2025-10-12,2025-10-17,AMD-Hub (Ahmedabad),Mumbai,919.52,1.14,Standard,1183.94,Delayed,1
EKT101224,2025-11-01,2025-11-05,BOM-Hub (Mumbai),Pune,1311.03,0.37,Standard,1639.9,Delivered,5
EKT101225,2025-10-13,2025-10-14,DEL-Hub (Delhi),Lucknow,646.32,6.47,Standard,952.04,Delayed,1
EKT101226,2025-05-24,2025-05-26,DEL-Hub (Delhi),Mumbai,1865.81,3.22,Express,2506.93,Delivered,5
EKT101227,2025-01-19,2025-01-23,PNQ-Hub (Pune),Indore,2159.29,0.2,Standard,2654.75,Delivered,4
EKT101228,2025-01-18,2025-01-23,BLR-Hub (Bangalore),Indore,290.74,1.99,Standard,444.71,Delivered,5
EKT101229,2025-09-14,2025-09-15,DEL-Hub (Delhi),Bangalore,68.76,1.05,Standard,161.41,Delivered,5
EKT101230,2025-03-19,2025-03-23,CCU-Hub (Kolkata),Indore,1743.82,4.22,Standard,2228.54,Delivered,4
EKT101231,2025-06-24,2025-06-26,BOM-Hub (Mumbai),Lucknow,443.69,1.05,Standard,611.33,Delivered,5
EKT101232,2025-07-13,2025-07-17,MAA-Hub (Chennai),Bhopal,796.33,2.58,Standard,1062.04,Delivered,5
EKT101233,2025-04-23,2025-04-24,AMD-Hub (Ahmedabad),Surat,885.48,0.45,Standard,1130.68,Delivered,5
EKT101234,2025-04-24,2025-04-28,MAA-Hub (Chennai),Lucknow,2019.02,2.05,Express,2669.72,Delivered,5
EKT101235,2025-08-10,2025-08-15,DEL-Hub (Delhi),Bangalore,1459.68,0.87,Standard,1827.28,Delivered,5
EKT101236,2025-06-15,2025-06-18,AMD-Hub (Ahmedabad),Surat,118.12,0.45,Express,359.84,Cancelled,1
EKT101237,2025-11-15,2025-11-16,BOM-Hub (Mumbai),Indore,62.14,2.41,Standard,177.95,Delivered,5
EKT101238,2025-05-12,2025-05-13,CCU-Hub (Kolkata),Chennai,463.06,2.54,Standard,661.39,Delivered,3
EKT101239,2025-09-21,2025-09-22,MAA-Hub (Chennai),Hyderabad,720.43,10.24,Standard,1108.84,Delivered,5
EKT101240,2025-02-24,2025-02-25,CCU-Hub (Kolkata),Bangalore,1081.42,2.76,Standard,1407.38,Delivered,5
EKT101241,2025-12-25,2025-12-29,CCU-Hub (Kolkata),Indore,1848.11,1.81,Standard,2310.31,Delivered,5
EKT101242,2025-05-11,2025-05-16,MAA-Hub (Chennai),Jaipur,713.15,6.09,Standard,1025.4,Delivered,4
EKT101243,2025-10-15,2025-10-17,MAA-Hub (Chennai),Mumbai,847.09,4.4,Standard,1155.71,Delivered,4
EKT101244,2025-09-23,2025-09-28,AMD-Hub (Ahmedabad),Pune,744.66,1.99,Standard,989.41,Delivered,4
EKT101245,2025-06-11,2025-06-12,DEL-Hub (Delhi),Hyderabad,49.45,1.79,Express,301.56,Delivered,5
EKT101246,2025-03-28,2025-04-01,AMD-Hub (Ahmedabad),Bhopal,2102.79,7.12,Standard,2711.51,Delivered,3
EKT101247,2025-02-24,2025-02-28,PNQ-Hub (Pune),Mumbai,331.62,2.4,Standard,501.14,Delivered,4
EKT101248,2025-10-15,2025-10-16,BOM-Hub (Mumbai),Patna,654.24,3.13,Express,1051.43,Delayed,2
EKT101249,2025-06-27,2025-07-01,BLR-Hub (Bangalore),Bangalore,310.59,0.23,Standard,436.85,Delivered,5
EKT101250,2025-12-15,2025-12-16,BOM-Hub (Mumbai),Hyderabad,1094.48,3.17,Standard,1430.44,Delivered,5
EKT101251,2025-01-08,2025-01-13,AMD-Hub (Ahmedabad),Lucknow,2052.8,0.77,Standard,2537.22,Delivered,4
EKT101252,2025-11-17,2025-11-20,BLR-Hub (Bangalore),Chennai,248.52,0.31,Standard,363.8,Delivered,5
EKT101253,2025-11-09,2025-11-13,AMD-Hub (Ahmedabad),Delhi,986.75,4.74,Standard,1329.42,Delivered,4
EKT101254,2025-09-04,2025-09-05,MAA-Hub (Chennai),Delhi,78.55,2.94,Standard,207.18,Delivered,3
EKT101255,2025-11-19,2025-11-20,CCU-Hub (Kolkata),Bangalore,1702.85,1.31,Standard,2127.0,Delivered,5
EKT101256,2025-09-12,2025-09-16,BOM-Hub (Mumbai),Ahmedabad,1421.46,1.41,Standard,1791.13,Delivered,4
EKT101257,2025-11-24,2025-11-26,AMD-Hub (Ahmedabad),Patna,1548.35,0.55,Standard,1927.92,Cancelled,1
EKT101258,2025-02-23,2025-02-24,CCU-Hub (Kolkata),Chennai,1054.97,0.2,Standard,1329.56,Delivered,4
EKT101259,2025-09-06,2025-09-10,BOM-Hub (Mumbai),Patna,1999.56,1.07,Standard,2478.73,Delayed,1
EKT101260,2025-08-27,2025-08-28,PNQ-Hub (Pune),Delhi,918.74,0.4,Standard,1169.69,Delivered,5
EKT101261,2025-08-17,2025-08-19,HYD-Hub (Hyderabad),Ahmedabad,1145.56,1.37,Standard,1459.33,Delivered,5
EKT101262,2025-03-08,2025-03-11,BOM-Hub (Mumbai),Lucknow,1538.78,4.49,Standard,1987.36,Delivered,3
EKT101263,2025-02-20,2025-02-22,CCU-Hub (Kolkata),Hyderabad,1159.62,0.3,Express,1606.94,Delivered,5
EKT101264,2025-04-07,2025-04-12,HYD-Hub (Hyderabad),Delhi,440.86,0.24,Standard,593.35,Delivered,3
EKT101265,2025-04-02,2025-04-06,DEL-Hub (Delhi),Surat,718.04,5.81,Standard,1026.23,Delivered,5
EKT101266,2025-09-21,2025-09-23,PNQ-Hub (Pune),Lucknow,230.28,3.42,Standard,397.9,Delivered,5
EKT101267,2025-10-18,2025-10-21,MAA-Hub (Chennai),Lucknow,968.77,0.2,Standard,1226.12,Delivered,4
EKT101268,2025-04-06,2025-04-07,DEL-Hub (Delhi),Hyderabad,1352.38,0.21,Express,1836.64,Delivered,4
EKT101269,2025-03-29,2025-04-02,AMD-Hub (Ahmedabad),Delhi,287.21,2.89,Same-Day,756.67,Delivered,5
EKT101270,2025-03-19,2025-03-21,DEL-Hub (Delhi),Lucknow,1398.37,1.16,Express,1908.92,Delivered,3
EKT101271,2025-10-15,2025-10-18,BOM-Hub (Mumbai),Lucknow,1967.53,3.22,Standard,2479.0,Delivered,4
EKT101272,2025-04-30,2025-05-02,MAA-Hub (Chennai),Bangalore,762.86,1.3,Standard,998.83,Cancelled,2
EKT101273,2025-10-29,2025-11-03,PNQ-Hub (Pune),Mumbai,511.81,8.59,Standard,828.79,Delivered,5
EKT101274,2025-06-14,2025-06-18,HYD-Hub (Hyderabad),Chennai,1967.82,2.96,Express,2624.66,Delivered,4
EKT101275,2025-07-01,2025-07-02,BOM-Hub (Mumbai),Mumbai,1531.52,0.2,Standard,1901.42,Delayed,1
EKT101276,2025-08-11,2025-08-14,AMD-Hub (Ahmedabad),Patna,258.71,1.0,Express,538.45,Delivered,4
EKT101277,2025-11-07,2025-11-09,BLR-Hub (Bangalore),Indore,915.6,2.07,Standard,1195.98,RTO (Return to Origin),1
EKT101278,2025-01-07,2025-01-11,BOM-Hub (Mumbai),Kolkata,1492.77,0.38,Express,2008.16,Delivered,5
EKT101279,2025-11-26,2025-11-28,HYD-Hub (Hyderabad),Chennai,1276.41,0.2,Standard,1595.29,RTO (Return to Origin),1
EKT101280,2025-09-20,2025-09-24,CCU-Hub (Kolkata),Hyderabad,1372.25,0.21,Standard,1710.48,Delivered,4
EKT101281,2025-06-10,2025-06-15,AMD-Hub (Ahmedabad),Bhopal,1260.68,1.86,Standard,1606.3,Delivered,5
EKT101282,2025-05-31,2025-06-02,PNQ-Hub (Pune),Pune,1761.79,2.5,Express,2369.15,Delivered,5
EKT101283,2025-03-26,2025-03-31,PNQ-Hub (Pune),Surat,725.33,0.24,Express,1084.72,Delivered,4
EKT101284,2025-05-27,2025-05-30,BOM-Hub (Mumbai),Mumbai,1567.36,2.74,Express,2140.15,Delivered,5
EKT101285,2025-04-22,2025-04-27,BLR-Hub (Bangalore),Mumbai,2180.64,2.4,Standard,2719.97,Delivered,4
EKT101286,2025-02-05,2025-02-09,BOM-Hub (Mumbai),Ahmedabad,876.21,7.03,Standard,1237.99,Delivered,5
EKT101287,2025-10-12,2025-10-15,AMD-Hub (Ahmedabad),Indore,1746.57,4.59,Same-Day,2538.5,Delivered,5
EKT101288,2025-07-07,2025-07-09,HYD-Hub (Hyderabad),Indore,564.06,7.17,Standard,865.93,Delayed,1
EKT101289,2025-03-23,2025-03-25,PNQ-Hub (Pune),Jaipur,641.72,8.46,Standard,982.34,Delivered,5
EKT101290,2025-01-02,2025-01-06,BLR-Hub (Bangalore),Kolkata,2058.65,1.45,Express,2706.48,Delivered,4
EKT101291,2025-10-30,2025-10-31,MAA-Hub (Chennai),Pune,86.29,1.67,Standard,193.61,Delivered,4
EKT101292,2025-07-16,2025-07-17,HYD-Hub (Hyderabad),Indore,501.82,0.83,Standard,677.12,Delivered,5
EKT101293,2025-01-11,2025-01-13,PNQ-Hub (Pune),Surat,1077.94,1.78,Standard,1385.57,RTO (Return to Origin),1
EKT101294,2025-08-22,2025-08-26,BOM-Hub (Mumbai),Jaipur,902.01,0.41,Standard,1149.79,Delivered,3
EKT101295,2025-07-14,2025-07-15,PNQ-Hub (Pune),Bhopal,1395.3,2.78,Standard,1784.4,Delivered,4
EKT101296,2025-04-29,2025-05-04,BLR-Hub (Bangalore),Delhi,448.21,0.2,Standard,601.45,Delivered,5
EKT101297,2025-01-20,2025-01-22,AMD-Hub (Ahmedabad),Ahmedabad,183.09,0.67,Standard,291.77,Delivered,5
EKT101298,2025-09-18,2025-09-23,HYD-Hub (Hyderabad),Lucknow,831.45,0.58,Express,1218.18,Delivered,4
EKT101299,2025-10-20,2025-10-24,MAA-Hub (Chennai),Lucknow,1167.85,6.95,Express,1736.52,Delivered,4
EKT101300,2025-09-13,2025-09-18,CCU-Hub (Kolkata),Jaipur,1249.54,0.39,Express,1716.47,Delivered,5
EKT101301,2025-08-10,2025-08-11,DEL-Hub (Delhi),Jaipur,1335.24,5.54,Standard,1762.01,Delivered,4
EKT101302,2025-08-14,2025-08-15,BLR-Hub (Bangalore),Lucknow,1220.6,0.33,Standard,1530.66,Delivered,5
EKT101303,2025-02-22,2025-02-25,CCU-Hub (Kolkata),Pune,563.28,2.63,Standard,783.28,Delivered,4
EKT101304,2025-12-21,2025-12-23,MAA-Hub (Chennai),Surat,1689.07,0.96,Standard,2104.16,Delivered,4
EKT101305,2025-12-08,2025-12-12,CCU-Hub (Kolkata),Surat,220.48,0.95,Standard,341.68,Delivered,4
EKT101306,2025-12-30,2026-01-01,BOM-Hub (Mumbai),Surat,460.43,15.9,Standard,898.72,Delivered,4
EKT101307,2025-10-07,2025-10-12,DEL-Hub (Delhi),Surat,1634.45,0.64,Standard,2032.86,Delivered,4
EKT101308,2025-03-22,2025-03-26,BLR-Hub (Bangalore),Lucknow,637.01,0.57,Standard,834.67,Delivered,5
EKT101309,2025-07-21,2025-07-25,HYD-Hub (Hyderabad),Bangalore,1100.84,2.22,Standard,1420.97,Delayed,1
EKT101310,2025-06-07,2025-06-08,PNQ-Hub (Pune),Indore,740.02,3.37,Express,1158.68,Delivered,4
EKT101311,2025-04-30,2025-05-05,MAA-Hub (Chennai),Indore,1130.15,10.11,Standard,1598.16,Delivered,4
EKT101312,2025-02-28,2025-03-01,DEL-Hub (Delhi),Kolkata,782.24,3.02,Express,1203.05,Delivered,4
EKT101313,2025-08-03,2025-08-04,MAA-Hub (Chennai),Indore,2187.43,2.06,Standard,2722.0,Delivered,5
EKT101314,2025-05-08,2025-05-11,PNQ-Hub (Pune),Mumbai,805.73,1.32,Standard,1050.64,Delivered,5
EKT101315,2025-08-12,2025-08-13,CCU-Hub (Kolkata),Patna,1390.7,2.26,Express,1919.52,Delivered,4
EKT101316,2025-07-28,2025-07-30,MAA-Hub (Chennai),Lucknow,1957.7,2.3,Standard,2450.64,Delivered,4
EKT101317,2025-04-25,2025-04-29,AMD-Hub (Ahmedabad),Bangalore,1414.32,0.61,Standard,1768.16,Delivered,4
EKT101318,2025-07-28,2025-07-29,MAA-Hub (Chennai),Lucknow,1257.91,2.78,Standard,1619.53,Delivered,4
EKT101319,2025-01-14,2025-01-16,CCU-Hub (Kolkata),Pune,1265.23,0.57,Standard,1588.54,Cancelled,1
EKT101320,2025-01-09,2025-01-14,CCU-Hub (Kolkata),Delhi,1107.32,1.68,Standard,1419.02,Delivered,5
EKT101321,2025-02-09,2025-02-13,PNQ-Hub (Pune),Bangalore,1782.45,0.75,Standard,2212.44,Delivered,5
EKT101322,2025-08-25,2025-08-30,DEL-Hub (Delhi),Kolkata,139.42,0.94,Standard,244.22,Delivered,5
EKT101323,2025-10-08,2025-10-10,BLR-Hub (Bangalore),Patna,1950.73,2.38,Standard,2443.72,Delayed,1
EKT101324,2025-12-25,2025-12-30,CCU-Hub (Kolkata),Bhopal,1302.25,0.2,Standard,1626.3,Delivered,4
EKT101325,2025-07-20,2025-07-25,AMD-Hub (Ahmedabad),Chennai,1872.05,0.2,Express,2460.06,RTO (Return to Origin),1
EKT101326,2025-09-03,2025-09-08,DEL-Hub (Delhi),Bangalore,52.55,0.35,Standard,129.36,Delivered,5
EKT101327,2025-10-05,2025-10-06,PNQ-Hub (Pune),Hyderabad,1916.33,0.46,Standard,2367.88,Delayed,2
EKT101328,2025-08-23,2025-08-24,MAA-Hub (Chennai),Surat,290.7,0.55,Standard,418.74,Delivered,5
EKT101329,2025-01-04,2025-01-05,AMD-Hub (Ahmedabad),Hyderabad,1595.04,3.72,Express,2191.01,Delivered,3
EKT101330,2025-06-03,2025-06-07,MAA-Hub (Chennai),Chennai,933.85,1.48,Express,1357.26,Delivered,5
EKT101331,2025-01-29,2025-01-31,HYD-Hub (Hyderabad),Jaipur,1507.93,1.59,Standard,1898.14,Delivered,4
EKT101332,2025-04-19,2025-04-20,BOM-Hub (Mumbai),Patna,1393.17,2.58,Standard,1778.24,Delayed,2
EKT101333,2025-04-08,2025-04-13,CCU-Hub (Kolkata),Hyderabad,384.57,3.27,Express,730.34,Delivered,3
EKT101334,2025-08-03,2025-08-08,PNQ-Hub (Pune),Jaipur,1146.71,0.2,Standard,1439.65,Delivered,3
EKT101335,2025-10-20,2025-10-25,AMD-Hub (Ahmedabad),Indore,631.59,4.86,Express,1055.39,Cancelled,2
EKT101336,2025-03-16,2025-03-21,AMD-Hub (Ahmedabad),Patna,1246.15,11.15,Express,1906.08,Delivered,3
EKT101337,2025-11-22,2025-11-25,DEL-Hub (Delhi),Lucknow,1631.47,0.32,Standard,2023.52,Delivered,5
EKT101338,2025-05-26,2025-05-30,HYD-Hub (Hyderabad),Lucknow,206.33,2.63,Express,504.94,Delivered,5
EKT101339,2025-05-08,2025-05-10,DEL-Hub (Delhi),Mumbai,1149.2,0.2,Standard,1442.64,Delivered,5
EKT101340,2025-12-07,2025-12-09,BLR-Hub (Bangalore),Hyderabad,1370.26,0.2,Express,1857.91,Delivered,5
EKT101341,2025-02-11,2025-02-12,HYD-Hub (Hyderabad),Bhopal,670.95,0.84,Standard,880.26,Delivered,5
EKT101342,2025-12-22,2025-12-25,PNQ-Hub (Pune),Chennai,2098.02,4.68,Standard,2661.86,Delivered,3
EKT101343,2025-02-10,2025-02-12,DEL-Hub (Delhi),Mumbai,1159.06,2.64,Express,1648.39,Cancelled,1
EKT101344,2025-02-03,2025-02-07,CCU-Hub (Kolkata),Kolkata,426.06,1.48,Standard,597.91,Delivered,3
EKT101345,2025-01-17,2025-01-22,DEL-Hub (Delhi),Bhopal,263.9,1.44,Express,552.6,Delayed,3
EKT101346,2025-06-14,2025-06-15,BOM-Hub (Mumbai),Bangalore,1205.4,1.57,Express,1684.74,Delivered,4
EKT101347,2025-06-02,2025-06-06,MAA-Hub (Chennai),Hyderabad,844.27,0.93,Standard,1089.86,Delivered,5
EKT101348,2025-03-17,2025-03-19,MAA-Hub (Chennai),Patna,447.83,5.25,Standard,691.9,Delivered,4
